mode,profile,run,first_victory_min,first_hatch_min,second_biome_min,level_d1,level_d3,level_d7,level_d14,gold,dust,eggs,dragons,upgrades,win_rate,first5_win_rate,avg_battle_turns,empty_flight,stranded_runs,blocked,both_zero_days,tutorial_complete
after,active,815,2.2,6.4,12,4,8,16,28,27174,1010,2,33,10,0.6492537313432836,0.8,7,0.22,0,0,0,1
after,active,816,2.2,6.4,12,4,8,15,28,25585,1055,1,45,11,0.7086614173228346,1,7,0.22,1,0,0,1
after,active,817,2.2,6.4,12,3,9,17,29,29978,1055,0,39,7,0.6940298507462687,0.6,6.880597014925373,0.22,2,0,0,1
after,active,818,2.2,6.4,12,4,8,16,29,30385,1085,0,43,6,0.7165354330708661,0.8,6.9763779527559056,0.22,2,0,0,1
after,active,819,2.2,6.4,12,4,8,15,28,27524,1055,2,43,10,0.6846153846153846,1,7.115384615384615,0.22,0,0,0,1
after,active,820,2.2,6.4,12,3,8,17,30,31391,1055,1,43,12,0.7238805970149254,0.6,6.947761194029851,0.22,1,0,0,1
after,active,821,2.2,6.4,12,4,8,16,27,26450,1070,0,46,10,0.6771653543307087,0.6,7.070866141732283,0.22,1,1,0,1
after,active,822,2.2,6.4,12,4,8,16,30,29217,1055,1,40,11,0.7185185185185186,1,6.822222222222222,0.22,1,1,0,1
after,active,823,2.2,6.4,12,4,9,16,28,21194,1055,4,39,18,0.7109375,1,6.890625,0.22,1,0,0,1
after,active,824,5.4,6.4,12,2,7,15,29,27193,1055,1,43,14,0.6962962962962963,0.4,6.859259259259259,0.22,2,0,0,0
after,active,825,2.2,6.4,12,3,7,15,28,27787,1055,3,33,9,0.6691729323308271,0.4,6.804511278195489,0.22,0,0,0,1
after,active,826,2.2,6.4,12,4,9,16,27,24363,1055,1,25,10,0.627906976744186,0.6,7.015503875968992,0.22,1,0,0,1
after,active,827,5.4,6.4,12,4,7,15,28,28652,1025,2,46,9,0.7165354330708661,0.6,6.78740157480315,0.22,1,0,0,0
after,active,828,2.2,6.4,12,4,8,15,29,29349,1040,3,45,8,0.6946564885496184,0.8,7.061068702290076,0.22,2,0,0,1
after,active,829,8.600000000000001,6.4,12,3,8,16,29,30148,1070,0,42,7,0.7,0.6,6.8,0.22,2,0,0,0
after,active,830,5.4,6.4,12,4,8,15,28,27338,1070,1,48,10,0.6744186046511628,0.6,6.837209302325581,0.22,3,1,0,0
after,active,831,2.2,6.4,12,4,9,17,30,29665,1070,1,38,10,0.7218045112781954,1,6.819548872180451,0.22,0,0,0,1
after,active,832,2.2,6.4,12,4,9,15,29,27324,1040,0,41,10,0.706766917293233,0.8,6.796992481203008,0.22,0,0,0,1
after,active,833,2.2,6.4,12,4,7,16,30,27675,1055,1,42,13,0.7037037037037037,0.6,6.970370370370371,0.22,0,0,0,1
after,active,834,2.2,6.4,12,5,9,15,28,29604,1055,1,38,8,0.7142857142857143,1,6.880952380952381,0.22,1,1,0,1
after,active,835,2.2,6.4,12,4,9,16,30,30276,1055,1,35,7,0.7404580152671756,0.8,6.862595419847328,0.22,0,0,0,1
after,active,836,2.2,6.4,12,4,8,17,29,29239,1055,0,39,10,0.7099236641221374,0.8,6.755725190839694,0.22,0,0,0,1
after,active,837,2.2,6.4,12,5,9,16,27,25670,1055,3,31,9,0.6666666666666666,1,6.920634920634921,0.22,0,0,0,1
after,active,838,2.2,6.4,12,4,7,15,29,27005,1055,0,41,12,0.6690647482014388,0.8,6.9928057553956835,0.22,0,1,0,1
after,active,839,2.2,6.4,12,4,8,17,29,25803,1025,2,42,11,0.7022900763358778,0.8,7,0.22,0,0,0,1
after,active,840,2.2,6.4,12,4,8,18,29,27848,1070,1,37,13,0.696969696969697,0.6,7.068181818181818,0.22,0,0,0,1
after,active,841,2.2,6.4,12,4,8,15,27,26809,1070,1,36,10,0.6323529411764706,0.6,6.963235294117647,0.22,3,0,0,1
after,active,842,2.2,6.4,12,4,8,15,28,25490,1040,2,44,12,0.6666666666666666,1,7.3023255813953485,0.22,0,0,0,1
after,active,843,2.2,6.4,12,4,8,16,28,29207,1055,1,36,11,0.7209302325581395,0.8,6.961240310077519,0.22,3,1,0,1
after,active,844,5.4,6.4,12,4,8,15,29,28331,1085,0,43,13,0.6940298507462687,0.6,6.932835820895522,0.22,0,0,0,0
after,active,845,2.2,6.4,12,4,10,16,29,29099,1055,0,44,12,0.7045454545454546,1,6.924242424242424,0.22,1,0,0,1
after,active,846,2.2,6.4,12,4,8,17,30,30800,1085,3,49,13,0.7480916030534351,0.8,6.893129770992366,0.22,3,1,0,1
after,active,847,5.4,6.4,12,4,6,15,27,27839,1070,1,35,7,0.6456692913385826,0.4,7.141732283464567,0.22,1,0,0,0
after,active,848,2.2,6.4,12,4,9,17,29,25010,1070,0,43,17,0.6992481203007519,0.6,7,0.22,0,1,0,1
after,active,849,2.2,6.4,12,4,7,14,27,27513,1055,0,39,8,0.6287878787878788,1,7.0227272727272725,0.22,0,0,0,1
after,active,850,2.2,6.4,12,4,9,17,30,31474,1040,0,40,7,0.6834532374100719,0.6,6.863309352517986,0.22,0,0,0,1
after,active,851,2.2,6.4,12,4,8,15,27,26168,1055,2,35,11,0.6614173228346457,1,7.047244094488189,0.22,1,0,0,1
after,active,852,2.2,6.4,12,4,9,18,31,30947,1040,0,40,9,0.7786259541984732,1,6.687022900763359,0.22,1,0,0,1
after,active,853,2.2,6.4,12,5,9,15,29,27739,1040,0,34,12,0.7131782945736435,1,6.922480620155039,0.22,1,0,0,1
after,active,854,2.2,6.4,12,4,9,17,28,29860,1070,0,37,9,0.6616541353383458,0.8,6.902255639097745,0.22,0,0,0,1
after,active,855,2.2,6.4,12,3,8,17,31,31606,1070,1,45,13,0.75,0.4,6.875,0.22,1,0,0,1
after,active,856,2.2,6.4,12,4,8,15,26,21494,1055,0,40,12,0.6341463414634146,1,7.211382113821138,0.22,1,0,0,1
after,active,857,2.2,6.4,12,4,8,16,29,28033,1070,0,35,9,0.6888888888888889,0.4,6.874074074074074,0.22,0,0,0,1
after,active,858,2.2,6.4,12,4,8,16,28,26707,1025,0,43,8,0.6923076923076923,0.8,6.876923076923077,0.22,1,1,0,1
after,active,859,2.2,6.4,12,5,8,17,29,29029,1085,1,47,10,0.7230769230769231,1,6.946153846153846,0.22,0,1,0,1
after,active,860,2.2,6.4,12,4,9,17,30,29499,1055,1,42,10,0.7559055118110236,0.8,6.984251968503937,0.22,0,1,0,1
after,active,861,11.8,6.4,12,4,9,16,29,25992,1025,0,39,12,0.6842105263157895,0.4,6.887218045112782,0.22,0,0,0,0
after,active,862,2.2,6.4,12,5,9,16,29,28936,1040,3,47,11,0.706766917293233,0.6,6.977443609022556,0.22,1,0,0,1
after,active,863,2.2,6.4,12,5,9,16,31,29925,1055,0,41,11,0.7426470588235294,0.8,7.029411764705882,0.22,0,0,0,1
after,active,864,8.600000000000001,6.4,12,3,8,16,28,23282,1055,0,32,14,0.6258992805755396,0.4,7,0.22,0,0,0,0
after,active,865,2.2,6.4,12,4,7,14,26,25378,1055,0,38,9,0.609375,0.8,6.96875,0.22,0,1,0,1
after,active,866,2.2,6.4,12,5,8,16,30,27207,1055,0,38,13,0.7368421052631579,0.8,6.796992481203008,0.22,0,0,0,1
after,active,867,2.2,6.4,12,5,9,16,28,25053,1055,1,40,13,0.6875,0.8,6.90625,0.22,2,0,0,1
after,active,868,2.2,6.4,12,5,8,15,28,27623,1040,0,47,9,0.6615384615384615,0.6,6.938461538461539,0.22,1,1,0,1
after,active,869,2.2,6.4,12,3,8,16,29,27414,1055,1,34,12,0.6618705035971223,0.6,7.122302158273381,0.22,1,0,0,1
after,active,870,2.2,6.4,12,4,8,16,28,28200,1085,5,35,8,0.671875,0.8,7.0859375,0.22,0,0,0,1
after,active,871,2.2,6.4,12,3,8,16,29,26834,1025,0,38,16,0.6842105263157895,0.6,7.157894736842105,0.22,0,0,0,1
after,active,872,2.2,6.4,12,3,8,17,30,29498,1040,1,32,12,0.7384615384615385,0.6,6.8538461538461535,0.22,1,0,0,1
after,active,873,2.2,6.4,12,4,8,17,29,27215,1055,0,41,13,0.7109375,0.8,6.9453125,0.22,0,0,0,1
after,active,874,2.2,6.4,12,3,7,14,28,27454,1025,1,40,8,0.7063492063492064,0.2,6.944444444444445,0.22,1,0,0,1
after,active,875,2.2,6.4,12,4,8,16,29,27146,1040,1,35,11,0.7,0.8,6.9,0.22,1,0,0,1
after,active,876,2.2,6.4,12,4,7,14,26,23340,1085,1,37,13,0.6484375,0.8,7.1796875,0.22,0,0,0,1
after,active,877,2.2,6.4,12,4,8,17,29,27117,1040,1,36,10,0.6818181818181818,0.8,6.916666666666667,0.22,2,0,0,1
after,active,878,8.600000000000001,6.4,12,4,9,17,28,29391,1055,1,43,9,0.6923076923076923,0.6,6.992307692307692,0.22,1,0,0,0
after,active,879,2.2,6.4,12,3,8,16,28,24778,1040,1,41,11,0.6717557251908397,0.8,6.977099236641221,0.22,1,0,0,1
after,active,880,2.2,6.4,12,3,9,16,28,28252,1025,0,39,7,0.6390977443609023,0.4,7.052631578947368,0.22,1,0,0,1
after,active,881,5.4,6.4,12,4,9,17,30,31942,1055,0,48,8,0.7142857142857143,0.4,7.2781954887218046,0.22,0,0,0,0
after,active,882,2.2,6.4,12,4,9,17,30,28975,1100,0,39,13,0.7058823529411765,0.6,7.044117647058823,0.22,2,0,0,1
after,active,883,2.2,6.4,12,4,9,17,29,29222,1040,0,41,6,0.706766917293233,0.8,6.93984962406015,0.22,2,1,0,1
after,active,884,2.2,6.4,12,5,10,17,30,29351,1040,1,42,12,0.765625,0.8,6.828125,0.22,2,0,0,1
after,active,885,2.2,6.4,12,4,9,17,30,29632,1040,0,40,10,0.7111111111111111,1,7.022222222222222,0.22,2,0,0,1
after,active,886,2.2,6.4,12,4,10,18,31,29691,1025,0,43,10,0.7669172932330827,1,6.646616541353383,0.22,2,0,0,1
after,active,887,2.2,6.4,12,4,9,16,29,27389,1055,2,38,9,0.6946564885496184,0.6,6.961832061068702,0.22,1,0,0,1
after,active,888,2.2,6.4,12,4,9,16,30,31773,1085,0,48,9,0.7384615384615385,0.8,6.8,0.22,1,0,0,1
after,active,889,2.2,6.4,12,4,8,15,27,27910,1040,1,47,9,0.6821705426356589,1,7.0310077519379846,0.22,2,1,0,1
after,active,890,2.2,6.4,12,4,8,16,28,25805,1040,0,40,9,0.676923076923077,1,6.861538461538461,0.22,0,0,0,1
after,active,891,2.2,6.4,12,4,7,15,28,26945,1085,0,35,11,0.7063492063492064,0.8,6.841269841269841,0.22,1,0,0,1
after,active,892,2.2,6.4,12,5,8,16,29,29397,1040,1,36,10,0.6917293233082706,1,6.864661654135339,0.22,0,0,0,1
after,active,893,2.2,6.4,12,4,7,16,28,27225,1040,0,41,11,0.6402877697841727,1,6.805755395683454,0.22,1,0,0,1
after,active,894,2.2,6.4,12,5,8,16,27,24327,1040,1,34,9,0.6439393939393939,1,7.007575757575758,0.22,3,0,0,1
after,active,895,8.600000000000001,6.4,12,4,8,16,29,27626,1085,1,43,12,0.6870229007633588,0.6,6.938931297709924,0.22,1,0,0,0
after,active,896,2.2,6.4,12,4,8,16,29,27815,1055,2,31,10,0.7121212121212122,1,7.121212121212121,0.22,2,0,0,1
after,active,897,2.2,6.4,12,4,9,18,31,32005,1055,1,40,13,0.7391304347826086,1,6.934782608695652,0.22,2,0,0,1
after,active,898,5.4,6.4,12,3,8,17,29,27773,1025,4,43,10,0.6940298507462687,0.8,6.932835820895522,0.22,0,0,0,0
after,active,899,2.2,6.4,12,4,7,15,28,27146,1025,1,42,10,0.6641221374045801,0.8,7.015267175572519,0.22,0,0,0,1
after,active,900,2.2,6.4,12,4,8,17,29,29256,1085,0,34,8,0.674074074074074,0.8,6.896296296296296,0.22,1,0,0,1
after,active,901,2.2,6.4,12,4,9,16,28,29993,1070,0,39,10,0.6766917293233082,0.6,6.917293233082707,0.22,0,1,0,1
after,active,902,2.2,6.4,12,4,8,17,29,30050,1085,0,39,9,0.7086614173228346,0.6,7.031496062992126,0.22,0,1,0,1
after,active,903,2.2,6.4,12,4,8,18,31,33771,1040,0,45,5,0.7744360902255639,1,6.796992481203008,0.22,1,0,0,1
after,active,904,2.2,6.4,12,4,8,17,29,25933,1070,1,38,14,0.6992481203007519,1,6.954887218045113,0.22,1,0,0,1
after,active,905,2.2,6.4,12,5,9,17,31,33702,1100,0,38,9,0.7426470588235294,1,6.8161764705882355,0.22,1,0,0,1
after,active,906,2.2,6.4,12,4,8,17,30,29086,1040,0,45,10,0.7404580152671756,1,6.847328244274809,0.22,4,0,0,1
after,active,907,2.2,6.4,12,4,7,14,28,27339,1025,0,40,8,0.6766917293233082,0.8,7.007518796992481,0.22,0,0,0,1
after,active,908,2.2,6.4,12,4,10,16,29,25903,1010,0,39,13,0.6946564885496184,1,6.9465648854961835,0.22,1,0,0,1
after,active,909,2.2,6.4,12,4,8,16,29,29458,1070,2,37,8,0.71875,0.6,6.9609375,0.22,0,0,0,1
after,active,910,2.2,6.4,12,5,9,18,30,30872,1040,0,44,9,0.7461538461538462,0.8,6.838461538461538,0.22,0,0,0,1
after,active,911,2.2,6.4,12,4,9,17,29,28074,1040,0,39,11,0.7307692307692307,0.8,7.007692307692308,0.22,0,0,0,1
after,active,912,5.4,6.4,12,4,8,16,28,24217,1040,0,40,11,0.635036496350365,0.8,6.963503649635037,0.22,1,0,0,0
after,active,913,2.2,6.4,12,4,8,16,28,25790,1025,2,44,10,0.676923076923077,0.6,7.023076923076923,0.22,1,0,0,1
after,active,914,2.2,6.4,12,5,8,17,30,29382,1055,6,43,11,0.765625,0.8,6.8203125,0.22,0,1,0,1
after,active,915,2.2,6.4,12,4,8,16,29,30995,1070,1,41,8,0.6893939393939394,0.6,6.9772727272727275,0.22,1,0,0,1
after,active,916,2.2,6.4,12,4,8,16,30,30423,1085,0,42,10,0.7045454545454546,0.6,6.916666666666667,0.22,0,0,0,1
after,active,917,2.2,6.4,12,4,7,14,27,27018,1055,0,39,6,0.65625,0.6,7.09375,0.22,0,0,0,1
after,active,918,2.2,6.4,12,4,9,17,29,28947,1040,0,41,9,0.6470588235294118,1,7.007352941176471,0.22,0,0,0,1
after,active,919,2.2,6.4,12,5,10,17,28,26834,1010,0,44,11,0.712,1,7.152,0.22,0,0,0,1
after,active,920,2.2,6.4,12,4,8,16,29,29078,1070,2,45,9,0.6788321167883211,0.4,6.9489051094890515,0.22,2,1,0,1
after,active,921,2.2,6.4,12,5,8,18,31,31391,1070,0,46,11,0.7518796992481203,1,6.7819548872180455,0.22,1,1,0,1
after,active,922,2.2,6.4,12,4,9,17,30,30296,1100,1,39,8,0.732824427480916,1,6.717557251908397,0.22,1,0,0,1
after,active,923,2.2,6.4,12,4,8,15,28,25928,1025,4,45,13,0.7007874015748031,1,6.858267716535433,0.22,1,0,0,1
after,active,924,2.2,6.4,12,3,8,16,29,30183,1025,0,45,8,0.6911764705882353,0.4,6.970588235294118,0.22,0,0,0,1
after,active,925,2.2,6.4,12,4,8,16,30,33848,1085,1,37,7,0.75,0.8,6.893939393939394,0.22,2,1,0,1
after,active,926,2.2,6.4,12,4,7,15,26,24904,1055,0,37,9,0.6299212598425197,0.8,7.078740157480315,0.22,2,1,0,1
after,active,927,2.2,6.4,12,4,7,15,28,26340,1055,0,39,11,0.6846153846153846,1,6.938461538461539,0.22,3,1,0,1
after,active,928,2.2,6.4,12,4,8,15,29,29936,1070,1,38,9,0.7022900763358778,1,7.061068702290076,0.22,1,1,0,1
after,active,929,5.4,6.4,12,4,9,17,30,30554,1070,1,48,9,0.7307692307692307,0.8,6.869230769230769,0.22,2,0,0,0
after,active,930,2.2,6.4,12,4,7,15,28,28508,1040,0,38,9,0.6544117647058824,0.6,7.022058823529412,0.22,1,0,0,1
after,active,931,2.2,6.4,12,4,8,15,29,30333,1055,0,34,7,0.7322834645669292,0.8,6.7795275590551185,0.22,2,0,0,1
after,active,932,2.2,6.4,12,4,8,14,26,25881,1055,0,33,8,0.6299212598425197,0.6,7.15748031496063,0.22,0,0,0,1
after,active,933,2.2,6.4,12,4,8,17,28,28973,1070,1,35,7,0.6691729323308271,1,6.924812030075188,0.22,0,0,0,1
after,active,934,2.2,6.4,12,3,8,16,29,28456,1010,0,41,10,0.696969696969697,0.6,6.9772727272727275,0.22,1,0,0,1
after,active,935,2.2,6.4,12,4,9,17,29,28318,1055,0,46,11,0.7401574803149606,1,6.94488188976378,0.22,1,1,0,1
after,active,936,2.2,6.4,12,4,9,17,31,31002,1055,0,48,11,0.7348484848484849,0.6,6.856060606060606,0.22,0,0,0,1
after,active,937,2.2,6.4,12,4,9,17,31,30956,1010,1,49,11,0.7372262773722628,0.8,6.970802919708029,0.22,1,0,0,1
after,active,938,2.2,6.4,12,4,8,17,30,31698,1040,0,35,9,0.7538461538461538,0.6,6.8538461538461535,0.22,0,0,0,1
after,active,939,8.600000000000001,6.4,12,4,9,17,28,26621,1070,0,36,11,0.6515151515151515,0.6,7.03030303030303,0.22,0,0,0,0
after,active,940,2.2,6.4,12,4,8,17,29,27066,1040,1,36,11,0.6911764705882353,1,7.036764705882353,0.22,0,1,0,1
after,active,941,2.2,6.4,12,4,9,18,30,31367,1055,0,35,9,0.7368421052631579,0.8,6.947368421052632,0.22,1,0,0,1
after,active,942,2.2,6.4,12,4,9,17,29,30010,1070,0,33,9,0.6865671641791045,1,6.917910447761194,0.22,2,0,0,1
after,active,943,2.2,6.4,12,5,10,18,32,34560,1055,2,38,10,0.7720588235294118,1,7,0.22,2,1,0,1
after,active,944,2.2,6.4,12,5,9,17,29,29070,1085,1,51,10,0.6791044776119403,1,6.91044776119403,0.22,2,0,0,1
after,active,945,2.2,6.4,12,5,8,15,29,28060,1040,1,35,9,0.696969696969697,1,7.090909090909091,0.22,0,1,0,1
after,active,946,8.600000000000001,6.4,12,5,9,17,29,27383,1040,0,46,10,0.696969696969697,0.6,6.893939393939394,0.22,1,0,0,0
after,active,947,2.2,6.4,12,4,8,17,28,28233,995,1,35,9,0.664179104477612,0.8,6.791044776119403,0.22,0,0,0,1
after,active,948,2.2,6.4,12,4,9,16,29,28236,1010,0,33,12,0.7421875,0.8,6.890625,0.22,1,0,0,1
after,active,949,2.2,6.4,12,4,8,16,27,25692,1085,3,40,13,0.65625,0.6,7.0625,0.22,1,1,0,1
after,active,950,2.2,6.4,12,4,8,16,28,27963,1100,0,40,11,0.6771653543307087,0.8,7.0078740157480315,0.22,1,0,0,1
after,active,951,5.4,6.4,12,4,9,17,30,30335,1040,0,31,10,0.765625,0.8,6.8203125,0.22,2,0,0,0
after,active,952,2.2,6.4,12,4,8,15,28,27199,1070,0,34,9,0.6615384615384615,0.8,7.007692307692308,0.22,4,0,0,1
after,active,953,2.2,6.4,12,3,6,14,26,24431,1040,4,40,10,0.6030534351145038,0.4,7.0534351145038165,0.22,2,0,0,1
after,active,954,2.2,6.4,12,4,8,16,31,32954,1070,2,48,9,0.7557251908396947,0.8,6.8396946564885495,0.22,2,0,0,1
after,active,955,2.2,6.4,12,4,8,16,28,28017,1070,2,41,12,0.6666666666666666,0.8,6.886363636363637,0.22,0,0,0,1
after,active,956,21.400000000000002,6.4,12,3,8,16,28,27850,1055,0,35,9,0.6821705426356589,0,6.9689922480620154,0.22,1,0,0,0
after,active,957,2.2,6.4,12,5,9,17,31,30652,1070,2,42,12,0.7313432835820896,1,6.798507462686567,0.22,1,0,0,1
after,active,958,2.2,6.4,12,4,8,17,30,31149,1040,1,47,8,0.7384615384615385,0.6,6.8538461538461535,0.22,1,0,0,1
after,active,959,2.2,6.4,12,3,9,16,29,28369,1025,0,33,11,0.6793893129770993,0.6,7.022900763358779,0.22,1,0,0,1
after,active,960,2.2,6.4,12,4,8,16,30,29917,1040,2,50,10,0.7348484848484849,0.6,6.954545454545454,0.22,0,0,0,1
after,active,961,5.4,6.4,12,4,9,16,30,31388,1085,0,40,10,0.7307692307692307,0.8,6.792307692307692,0.22,0,0,0,0
after,active,962,2.2,6.4,12,4,9,16,28,27876,1055,0,33,9,0.6666666666666666,0.8,6.863636363636363,0.22,2,0,0,1
after,active,963,2.2,6.4,12,4,8,17,28,25018,1025,1,34,11,0.6640625,0.4,7,0.22,1,0,0,1
after,active,964,2.2,6.4,12,5,10,19,30,28642,1040,0,47,11,0.7142857142857143,0.8,6.924812030075188,0.22,0,0,0,1
after,active,965,2.2,6.4,12,4,9,17,30,28227,1025,0,38,14,0.7734375,0.8,6.828125,0.22,1,0,0,1
after,active,966,5.4,6.4,12,4,8,16,29,27518,1070,0,41,14,0.6766917293233082,0.4,7.030075187969925,0.22,0,0,0,0
after,active,967,2.2,6.4,12,4,7,15,27,25245,1070,2,41,12,0.6434108527131783,0.8,7.0310077519379846,0.22,0,1,0,1
after,active,968,2.2,6.4,12,5,11,18,31,30927,1040,1,40,10,0.7443609022556391,0.8,7.037593984962406,0.22,1,0,0,1
after,active,969,2.2,6.4,12,4,9,17,29,26470,1055,0,39,9,0.6842105263157895,0.6,6.977443609022556,0.22,3,0,0,1
after,active,970,2.2,6.4,12,4,9,17,28,27541,1055,1,44,9,0.664179104477612,0.8,7.037313432835821,0.22,0,0,0,1
after,active,971,2.2,6.4,12,4,8,17,29,27831,1070,0,39,8,0.75,0.8,6.870967741935484,0.22,0,0,0,1
after,active,972,2.2,6.4,12,4,8,17,30,29515,1100,0,39,13,0.7348484848484849,0.8,6.893939393939394,0.22,1,0,0,1
after,active,973,5.4,6.4,12,4,8,14,27,25071,1055,0,30,9,0.6287878787878788,0.4,6.909090909090909,0.22,0,0,0,0
after,active,974,2.2,6.4,12,4,9,16,28,26172,995,0,38,11,0.7054263565891473,1,7.015503875968992,0.22,0,0,0,1
after,active,975,2.2,6.4,12,3,8,16,29,27249,1085,2,45,11,0.6742424242424242,0.4,6.78030303030303,0.22,3,0,0,1
after,active,976,2.2,6.4,12,5,9,17,30,27784,995,0,33,11,0.7480314960629921,1,6.811023622047244,0.22,1,0,0,1
after,active,977,2.2,6.4,12,3,7,15,28,29651,1070,0,40,8,0.71875,0.6,6.7421875,0.22,1,1,0,1
after,active,978,2.2,6.4,12,3,8,16,28,30197,1040,1,40,5,0.6616541353383458,0.6,6.93984962406015,0.22,1,0,0,1
after,active,979,2.2,6.4,12,3,7,16,29,27334,1040,0,49,13,0.7045454545454546,0.8,6.916666666666667,0.22,1,0,0,1
after,active,980,2.2,6.4,12,4,8,17,28,27451,1070,3,40,10,0.6846153846153846,1,6.823076923076923,0.22,3,0,0,1
after,active,981,2.2,6.4,12,4,8,15,28,24569,1055,0,32,14,0.6953125,0.8,6.9609375,0.22,0,1,0,1
after,active,982,2.2,6.4,12,4,9,16,28,27038,1070,0,39,13,0.6791044776119403,1,7.119402985074627,0.22,3,0,0,1
after,active,983,5.4,6.4,12,3,7,15,30,30499,1055,2,43,9,0.7388059701492538,0.4,6.865671641791045,0.22,2,0,0,0
after,active,984,2.2,6.4,12,4,8,17,28,27859,1070,1,44,8,0.6518518518518519,1,6.866666666666666,0.22,0,0,0,1
after,active,985,2.2,6.4,12,4,8,14,28,27302,1025,1,43,7,0.6492537313432836,1,7.067164179104478,0.22,2,1,0,1
after,active,986,2.2,6.4,12,4,8,16,27,23006,1085,1,42,11,0.6746031746031746,0.8,7.063492063492063,0.22,2,0,0,1
after,active,987,2.2,6.4,12,4,10,16,28,28987,1040,0,42,8,0.6821705426356589,1,6.9147286821705425,0.22,0,0,0,1
after,active,988,2.2,6.4,12,4,7,14,26,24655,1085,0,36,11,0.6060606060606061,0.8,7.1893939393939394,0.22,1,0,0,1
after,active,989,2.2,6.4,12,4,8,15,28,28791,1040,0,40,8,0.6875,0.8,6.9140625,0.22,0,0,0,1
after,active,990,2.2,6.4,12,4,8,16,27,26024,1025,0,32,10,0.6666666666666666,0.8,6.984126984126984,0.22,2,1,0,1
after,active,991,2.2,6.4,12,4,9,18,32,34272,1085,0,47,10,0.7954545454545454,0.6,6.71969696969697,0.22,0,0,0,1
after,active,992,2.2,6.4,12,3,8,15,27,27294,1055,1,39,9,0.6614173228346457,0.4,7.078740157480315,0.22,2,0,0,1
after,active,993,2.2,6.4,12,4,9,17,30,33337,1085,0,42,6,0.7218045112781954,0.6,6.714285714285714,0.22,3,0,0,1
after,active,994,2.2,6.4,12,5,8,16,27,24994,1040,2,36,8,0.6259541984732825,1,6.877862595419847,0.22,1,0,0,1
after,active,995,2.2,6.4,12,4,8,15,28,27119,1055,0,43,11,0.6323529411764706,0.8,7.147058823529412,0.22,2,1,0,1
after,active,996,2.2,6.4,12,5,8,15,28,27652,1025,0,36,12,0.6466165413533834,1,6.962406015037594,0.22,0,0,0,1
after,active,997,2.2,6.4,12,3,9,18,29,30231,1025,2,39,8,0.6865671641791045,0.6,7.029850746268656,0.22,1,0,0,1
after,active,998,2.2,6.4,12,4,8,15,29,24800,1040,3,42,15,0.6691176470588235,0.6,7,0.22,0,0,0,1
after,active,999,2.2,6.4,12,5,9,17,29,26993,1025,1,48,11,0.6842105263157895,1,7,0.22,2,0,0,1
after,efficient,0,2.2,6.4,12,7,14,29,52,84833,1085,1,78,9,0.7939914163090128,1,6.8111587982832615,0.22,1,0,0,1
after,efficient,1,2.2,6.4,12,6,13,28,51,82626,1070,0,78,8,0.8095238095238095,0.8,6.8354978354978355,0.22,1,0,0,1
after,efficient,2,2.2,6.4,12,7,14,28,50,75531,1070,1,74,11,0.7911111111111111,1,6.8533333333333335,0.22,0,0,0,1
after,efficient,3,2.2,6.4,12,5,13,27,51,80727,1055,0,68,12,0.7763713080168776,0.8,6.814345991561181,0.22,1,0,0,1
after,efficient,4,2.2,6.4,12,6,15,29,52,86062,1100,0,60,10,0.8127659574468085,1,6.931914893617021,0.22,4,0,0,1
after,efficient,5,2.2,6.4,12,6,13,25,47,67345,1070,0,55,7,0.7377777777777778,1,6.92,0.22,0,0,0,1
after,efficient,6,5.4,6.4,12,6,14,28,51,81687,1085,0,76,8,0.7787234042553192,0.4,6.770212765957447,0.22,2,0,0,0
after,efficient,7,2.2,6.4,12,6,14,28,51,81108,1085,0,60,10,0.7854077253218884,0.6,6.8626609442060085,0.22,0,0,0,1
after,efficient,8,2.2,6.4,12,6,14,28,52,85021,1070,1,74,11,0.8025210084033614,0.6,6.848739495798319,0.22,0,0,0,1
after,efficient,9,2.2,6.4,12,7,16,30,54,92297,1025,0,67,9,0.851063829787234,0.6,6.778723404255319,0.22,0,0,0,1
after,efficient,10,2.2,6.4,12,7,15,30,53,86615,1055,1,76,12,0.8143459915611815,0.8,6.7974683544303796,0.22,0,0,0,1
after,efficient,11,2.2,6.4,12,6,14,27,51,83467,1085,0,67,5,0.7956521739130434,0.6,6.778260869565218,0.22,3,0,0,1
after,efficient,12,2.2,6.4,12,6,13,28,52,80824,1085,2,62,14,0.7815126050420168,0.8,6.819327731092437,0.22,1,0,0,1
after,efficient,13,2.2,6.4,12,5,13,27,49,77762,1085,0,64,9,0.78125,0.8,6.928571428571429,0.22,3,0,0,1
after,efficient,14,2.2,6.4,12,5,14,30,51,78398,1070,1,68,11,0.7922077922077922,1,6.861471861471862,0.22,1,0,0,1
after,efficient,15,2.2,6.4,12,5,13,28,50,75829,1085,1,61,13,0.777292576419214,1,6.82532751091703,0.22,1,0,0,1
after,efficient,16,2.2,6.4,12,6,15,29,51,82863,1040,0,64,8,0.8,1,6.678260869565217,0.22,0,0,0,1
after,efficient,17,2.2,6.4,12,6,14,30,55,93123,1085,2,83,10,0.8445378151260504,0.6,6.810924369747899,0.22,0,0,0,1
after,efficient,18,2.2,6.4,12,7,15,29,51,80274,1055,1,57,10,0.7929515418502202,0.8,6.79295154185022,0.22,1,0,0,1
after,efficient,19,2.2,6.4,12,5,15,30,53,87959,1085,1,77,6,0.8117154811715481,1,6.845188284518828,0.22,0,0,0,1
